,Portfolio Value
2021-08-02,2024317.9374573864
2021-08-03,2035044.6838370191
2021-08-04,2033071.827520105
2021-08-05,2041506.7545654133
2021-08-06,2028002.6226745509
2021-08-09,2021667.7803155375
2021-08-10,2017974.6126906343
2021-08-11,2023787.9799044912
2021-08-12,2029198.9122896048
2021-08-13,2039564.188998912
2021-08-16,2043667.146545904
2021-08-17,2030388.6583107552
2021-08-18,2014365.842726094
2021-08-19,2018559.7948862086
2021-08-20,2033513.245625988
2021-08-23,2058120.9420912084
2021-08-24,2061835.249372447
2021-08-25,2061404.3012239982
2021-08-26,2051875.5464707743
2021-08-27,2073240.1351213858
2021-08-30,2084589.488981381
2021-08-31,2083640.0049822729
2021-09-01,2085492.1194690065
2021-09-02,2087096.2847368908
2021-09-03,2092497.621769423
2021-09-07,2085537.915798069
2021-09-08,2080539.9861558843
2021-09-09,2074643.0764073462
2021-09-10,2059238.446290857
2021-09-13,2061689.6850411908
2021-09-14,2055924.918983171
2021-09-15,2068574.004018421
2021-09-16,2061980.804850312
2021-09-17,2041926.0538739657
2021-09-20,2009905.576744628
2021-09-21,2011854.0371836193
2021-09-22,2027663.0660749185
2021-09-23,2043574.1444540625
2021-09-24,2045545.6992073606
2021-09-27,2036197.121941302
2021-09-28,1989790.0607831425
2021-09-29,1988641.617815337
2021-09-30,1979291.2714839645
2021-10-01,1994651.1082029974
2021-10-04,1965898.3167267905
2021-10-05,1985352.622009643
2021-10-06,1994565.048675788
2021-10-07,2009056.4762366023
2021-10-08,2003170.209921497
2021-10-11,1990002.0143155088
2021-10-12,1985501.797324668
2021-10-13,1997166.955532539
2021-10-14,2027253.4655931839
2021-10-15,2037397.5022560593
2021-10-18,2048300.3911023627
2021-10-19,2062050.1801591772
2021-10-20,2065381.2735606509
2021-10-21,2072745.9524323505
2021-10-22,2064973.3965419098
2021-10-25,2079556.9014671745
2021-10-26,2082275.4335088218
2021-10-27,2080658.0129425826
2021-10-28,2099018.8489068104
2021-10-29,2104297.3288627216
2021-11-01,2108686.6176780565
2021-11-02,2116708.538216204
2021-11-03,2130581.3369140024
2021-11-04,2149443.261528979
2021-11-05,2156563.5806300864
2021-11-08,2156210.8238044013
2021-11-09,2148223.1840839298
2021-11-10,2125280.203211307
2021-11-11,2128599.698226731
2021-11-12,2145479.844835254
2021-11-15,2144094.025171241
2021-11-16,2153712.2083289395
2021-11-17,2153625.9786483087
2021-11-18,2166915.6585453977
2021-11-19,2170931.163676789
2021-11-22,2153284.921439084
2021-11-23,2147744.960319728
2021-11-24,2154993.193748376
2021-11-26,2117300.641570121
2021-11-29,2148243.9401407763
2021-11-30,2116035.6037856434
2021-12-01,2090227.9861430828
2021-12-02,2110742.0699134814
2021-12-03,2087965.350290684
2021-12-06,2104752.301269235
2021-12-07,2151481.751626456
2021-12-08,2156535.76781472
2021-12-09,2135659.299688306
2021-12-10,2155124.7275782446
2021-12-13,2134319.888784345
2021-12-14,2116595.007322943
2021-12-15,2152063.3996336744
2021-12-16,2119669.8349616057
2021-12-17,2105733.0643712794
2021-12-20,2085275.4160330251
2021-12-21,2121931.483425953
2021-12-22,2144279.732284198
2021-12-23,2156741.8497471074
2021-12-27,2186627.239206302
2021-12-28,2180414.0384943318
2021-12-29,2180299.547460392
2021-12-30,2176304.6322990656
2021-12-31,2168630.733385764
2022-01-03,2179118.461731704
2022-01-04,2166348.7050747112
2022-01-05,2116365.852558431
2022-01-06,2113864.8069492513
2022-01-07,2099488.1706259865
2022-01-10,2099474.0738312397
2022-01-11,2123868.144064554
2022-01-12,2130047.2011736166
2022-01-13,2093258.1463337746
2022-01-14,2097578.826902375
2022-01-18,2055462.0437133044
2022-01-19,2037891.7833687088
2022-01-20,2016188.1658457227
2022-01-21,1973796.3499204428
2022-01-24,1981280.8847821008
2022-01-25,1949699.3754698648
2022-01-26,1943474.142972737
2022-01-27,1930931.3531349646
2022-01-28,1978618.9024547534
2022-01-31,2022352.0714407242
2022-02-01,2026281.485860714
2022-02-02,2038488.0253218247
2022-02-03,1989765.3072130983
2022-02-04,1989758.9230371334
2022-02-07,1983207.897500916
2022-02-08,1989367.2243028542
2022-02-09,2012421.1945204155
2022-02-10,1974947.0218108657
2022-02-11,1956661.5772139488
2022-02-14,1947598.2035969256
2022-02-15,1961796.165099041
2022-02-16,1967459.8956812453
2022-02-17,1944341.18881799
2022-02-18,1941519.036153761
2022-02-22,1933143.91775406
2022-02-23,1897052.2439325708
2022-02-24,1927577.1918214075
2022-02-25,1944827.660893759
2022-02-28,1965201.347847717
2022-03-01,1965615.3601649206
2022-03-02,1942789.2040512494
2022-03-03,1941932.9437968386
2022-03-04,1948831.5797344372
2022-03-07,1911495.8536788626
2022-03-08,1899943.2343786114
2022-03-09,1915803.297321788
2022-03-10,1892655.5108505813
2022-03-11,1878695.1665073761
2022-03-14,1838960.7218077972
2022-03-15,1859568.2051159102
2022-03-16,1897964.6770619499
2022-03-17,1900639.6374652744
2022-03-18,1928037.592848546
2022-03-21,1902848.635981906
2022-03-22,1904925.8684128276
2022-03-23,1916044.7206552797
2022-03-24,1926511.9716582207
2022-03-25,1911469.125525846
2022-03-28,1930605.3906514891
2022-03-29,1952087.88696907
2022-03-30,1951651.0182887265
2022-03-31,1943809.72146518
2022-04-01,1944213.249929195
2022-04-04,1959760.2891526152
2022-04-05,1916935.7645469976
2022-04-06,1888335.116282776
2022-04-07,1884959.5798381167
2022-04-08,1862784.0629516284
2022-04-11,1827047.1570779104
2022-04-12,1822540.3312926914
2022-04-13,1843851.7365976505
2022-04-14,1805195.422338017
2022-04-18,1802357.0814333132
2022-04-19,1816333.391424373
2022-04-20,1818086.4545904081
2022-04-21,1791995.4780488785
2022-04-22,1761287.1326040204
2022-04-25,1779127.8367845784
2022-04-26,1750738.5112013905
2022-04-27,1739409.327074552
2022-04-28,1772951.2954291147
2022-04-29,1720034.6370646092
2022-05-02,1720766.001282996
2022-05-03,1726868.422404915
2022-05-04,1761976.9768656495
2022-05-05,1692823.2527673233
2022-05-06,1671503.1727112436
2022-05-09,1641429.3899352325
2022-05-10,1657537.4713068488
2022-05-11,1645313.7386027717
2022-05-12,1640786.7538606077
2022-05-13,1661257.031978657
2022-05-16,1651043.9247304932
2022-05-17,1664288.153370626
2022-05-18,1635083.6228968825
2022-05-19,1633211.6340583367
2022-05-20,1638431.675648907
2022-05-23,1641471.5164915975
2022-05-24,1637096.624025296
2022-05-25,1651387.8918648434
2022-05-26,1671860.820289547
2022-05-27,1701953.2956544335
2022-05-31,1683292.870523139
2022-06-01,1676368.8841980868
2022-06-02,1701563.1399721948
2022-06-03,1675553.230300086
2022-06-06,1664878.4424073114
2022-06-07,1680530.8208330143
2022-06-08,1667685.3137463233
2022-06-09,1645916.3851228214
2022-06-10,1611390.9650882357
2022-06-13,1547075.2485680855
2022-06-14,1539618.692909578
2022-06-15,1572672.2010713422
2022-06-16,1544616.0335546972
2022-06-17,1555978.7050056115
2022-06-21,1564844.1169084762
2022-06-22,1581993.4049658442
2022-06-23,1599385.5647390324
2022-06-24,1618249.1316699754
2022-06-27,1605988.9546900585
2022-06-28,1582842.743342703
2022-06-29,1593982.7264666676
2022-06-30,1588979.4822695123
2022-07-01,1601350.162157085
2022-07-05,1619423.487148576
2022-07-06,1612017.2957282683
2022-07-07,1623992.4131799112
2022-07-08,1617397.667696687
2022-07-11,1610351.5382384134
2022-07-12,1605866.834586191
2022-07-13,1612255.8097218177
2022-07-14,1608609.480660756
2022-07-15,1627561.0146812454
2022-07-18,1613080.5258205812
2022-07-19,1635314.9720428044
2022-07-20,1649987.3587518635
2022-07-21,1675481.8119175266
2022-07-22,1671938.0867009468
2022-07-25,1659702.3475613813
2022-07-26,1642787.5423643654
2022-07-27,1675468.2250414316
2022-07-28,1690663.2804189832
2022-07-29,1705038.495377332
2022-08-01,1722201.6725063822
2022-08-02,1703333.3376198695
2022-08-03,1738975.108861017
2022-08-04,1744313.5728496476
2022-08-05,1717980.070123824
2022-08-08,1727422.2674951227
2022-08-09,1714438.1513974268
2022-08-10,1734350.227331078
2022-08-11,1711533.6763282164
2022-08-12,1737011.5211210938
2022-08-15,1742708.087881936
2022-08-16,1743493.8028899466
2022-08-17,1724642.625513659
2022-08-18,1727710.4539065694
2022-08-19,1697253.893163585
2022-08-22,1670418.2373950914
2022-08-23,1666300.0418095673
2022-08-24,1663859.6565906184
2022-08-25,1689273.7585308056
2022-08-26,1656432.896282868
2022-08-29,1641972.6886416804
2022-08-30,1633372.4715872712
2022-08-31,1621085.9348365313
2022-09-01,1606792.6749212847
2022-09-02,1608741.140288871
2022-09-06,1587929.4991019086
2022-09-07,1605426.897727841
2022-09-08,1598627.0901257468
2022-09-09,1605816.4501528433
2022-09-12,1603659.244712969
2022-09-13,1587162.7564784044
2022-09-14,1590803.4213917744
2022-09-15,1583882.8545591736
2022-09-16,1577294.446403437
2022-09-19,1580338.5089297965
2022-09-20,1570780.3490275806
2022-09-21,1576977.227367917
2022-09-22,1555253.0744203106
2022-09-23,1551734.2376324534
2022-09-26,1535829.9154988104
2022-09-27,1518635.767493191
2022-09-28,1548728.9666330074
2022-09-29,1536958.5805785793
2022-09-30,1523584.1433552315
2022-10-03,1545555.003735615
2022-10-04,1559566.2847808034
2022-10-05,1553513.6586461517
2022-10-06,1548869.0607622096
2022-10-07,1530954.3293678474
2022-10-10,1516977.9486445093
2022-10-11,1514123.8540578817
2022-10-12,1518393.8563214443
2022-10-13,1516494.4312340578
2022-10-14,1500890.5462036277
2022-10-17,1509273.330887855
2022-10-18,1513037.9071817393
2022-10-19,1500039.308286805
2022-10-20,1493260.9782423323
2022-10-21,1504241.3585038404
2022-10-24,1503114.2386697936
2022-10-25,1516552.9385157987
2022-10-26,1518393.0025249242
2022-10-27,1517127.962064157
2022-10-28,1516647.6990111396
2022-10-31,1507330.0278266228
2022-11-01,1510776.1015243626
2022-11-02,1499115.7839173893
2022-11-03,1491003.278230011
2022-11-04,1508429.346701067
2022-11-07,1506556.9585171624
2022-11-08,1522585.3622540846
2022-11-09,1516900.5953618947
2022-11-10,1557221.192425369
2022-11-11,1563726.105326044
2022-11-14,1561961.1639476442
2022-11-15,1570100.650288817
2022-11-16,1569449.0755949744
2022-11-17,1562137.6031676452
2022-11-18,1556519.077569776
2022-11-21,1551538.8556526816
2022-11-22,1557884.3038417755
2022-11-23,1566413.2930204456
2022-11-25,1565176.2663177068
2022-11-28,1558260.0209962884
2022-11-29,1557264.543282198
2022-11-30,1577196.3888718581
2022-12-01,1593869.9301362922
2022-12-02,1593399.9785738809
2022-12-05,1575360.7886142884
2022-12-06,1577174.92235451
2022-12-07,1587221.089614044
2022-12-08,1587447.4705560466
2022-12-09,1583252.6203174845
2022-12-12,1581084.5789523574
2022-12-13,1596255.3196690483
2022-12-14,1594717.367770357
2022-12-15,1581459.1893029145
2022-12-16,1582850.4403996347
2022-12-19,1575387.2031108392
2022-12-20,1581220.9664310578
2022-12-21,1584107.6193735017
2022-12-22,1573944.7060272687
2022-12-23,1573696.2679099827
2022-12-27,1572656.2493865592
2022-12-28,1566712.0577201436
2022-12-29,1575851.3927663441
2022-12-30,1575250.2568236028
2023-01-03,1582480.1040745722
2023-01-04,1591910.3763981704
2023-01-05,1582291.4609563244
2023-01-06,1602044.163070433
2023-01-09,1604739.5470371982
2023-01-10,1604827.7026821342
2023-01-11,1608921.5940626995
2023-01-12,1620404.6884495844
2023-01-13,1624730.310905349
2023-01-17,1619951.6497132634
2023-01-18,1622534.362980389
2023-01-19,1629658.771738153
2023-01-20,1627130.2747118187
2023-01-23,1628021.4074730342
2023-01-24,1632332.6790181624
2023-01-25,1635762.315990429
2023-01-26,1630306.7564548322
2023-01-27,1629270.0860854497
2023-01-30,1624468.950002548
2023-01-31,1631291.5460654516
2023-02-01,1642077.7431055575
2023-02-02,1651301.9316942964
2023-02-03,1636803.722283213
2023-02-06,1628395.9719968555
2023-02-07,1637315.5560324835
2023-02-08,1630819.9284499614
2023-02-09,1622415.5210281995
2023-02-10,1622478.718421694
2023-02-13,1631331.129097968
2023-02-14,1628571.102837884
2023-02-15,1629528.0863649861
2023-02-16,1618659.7975414009
2023-02-17,1618335.577398981
2023-02-21,1599475.9315781475
2023-02-22,1598988.4428591004
2023-02-23,1604132.919354805
2023-02-24,1593249.0587981006
2023-02-27,1597190.851166989
2023-02-28,1595168.115407204
2023-03-01,1589382.1963656328
2023-03-02,1595743.838614552
2023-03-03,1611376.3836413075
2023-03-06,1611408.7019405917
2023-03-07,1596433.8211981072
2023-03-08,1597551.0014413493
2023-03-09,1583968.1391230093
2023-03-10,1577181.5929933211
2023-03-13,1583390.5920936845
2023-03-14,1594145.0651855303
2023-03-15,1594171.2678220854
2023-03-16,1605864.720396789
2023-03-17,1600257.1204003098
2023-03-20,1607376.4530562651
2023-03-21,1615355.5884792837
2023-03-22,1604800.0337066287
2023-03-23,1609800.8827859103
2023-03-24,1615848.000877899
2023-03-27,1613110.1439240829
2023-03-28,1610437.0861931078
2023-03-29,1622751.661093428
2023-03-30,1628339.6701193547
2023-03-31,1642419.145297467
2023-04-03,1646250.2697753294
2023-04-04,1649443.6771190078
2023-04-05,1648101.7918021989
2023-04-06,1649772.5384351376
2023-04-10,1644063.349357948
2023-04-11,1643754.998458834
2023-04-12,1642485.1374910504
2023-04-13,1653692.399942808
2023-04-14,1646521.5107612745
2023-04-17,1644847.5388995851
2023-04-18,1646097.9066222564
2023-04-19,1644039.0305405094
2023-04-20,1643836.2488960435
2023-04-21,1641673.519992627
2023-04-24,1644164.9505135727
2023-04-25,1639352.0592883527
2023-04-26,1636105.8126649156
2023-04-27,1646906.7203796192
2023-04-28,1654621.6381869263
2023-05-01,1647976.0782399937
2023-05-02,1652284.2540390235
2023-05-03,1653681.823789857
2023-05-04,1653146.6944379013
2023-05-05,1657968.3435156068
2023-05-08,1656269.1790849061
2023-05-09,1654112.5780581024
2023-05-10,1662125.109070663
2023-05-11,1662477.985929816
2023-05-12,1657789.9837538179
2023-05-15,1660185.303364376
2023-05-16,1654638.9572653258
2023-05-17,1659043.511344354
2023-05-18,1661602.0580261354
2023-05-19,1660965.6455045545
2023-05-22,1660878.3796332274
2023-05-23,1654734.7927893125
2023-05-24,1648171.9227926787
2023-05-25,1652754.3310953006
2023-05-26,1665199.4075307334
2023-05-30,1671609.9919736094
2023-05-31,1670485.8593725418
2023-06-01,1679762.945344102
2023-06-02,1676053.3925247265
2023-06-05,1677735.1522099609
2023-06-06,1677954.1422339126
2023-06-07,1664106.7133822253
2023-06-08,1676332.04632166
2023-06-09,1675234.3623804676
2023-06-12,1684264.0383053438
2023-06-13,1682858.4780876036
2023-06-14,1686493.0078650243
2023-06-15,1698179.102200245
2023-06-16,1692390.4502003035
2023-06-20,1690212.0381471305
2023-06-21,1683553.876511441
2023-06-22,1684195.510494598
2023-06-23,1681770.617942085
2023-06-26,1677022.5333288251
2023-06-27,1682285.3114896892
2023-06-28,1684687.7944387645
2023-06-29,1678725.7918850863
2023-06-30,1688922.2581993316
2023-07-03,1687974.788964876
2023-07-05,1685633.7401576636
2023-07-06,1676872.6566163423
2023-07-07,1675314.0343845198
2023-07-10,1678740.6487791524
2023-07-11,1683367.2634536752
2023-07-12,1696818.8521584058
2023-07-13,1711153.9902666477
2023-07-14,1707472.0232920619
2023-07-17,1713505.8526462903
2023-07-18,1720114.1605129992
2023-07-19,1721975.6623095355
2023-07-20,1705536.123033729
2023-07-21,1704342.4231871606
2023-07-24,1704409.1747883959
2023-07-25,1707782.8509564658
2023-07-26,1708278.811304999
2023-07-27,1700059.7749569013
2023-07-28,1713174.1189741727
2023-07-31,1714604.6585882124
2023-08-01,1708779.1859116515
2023-08-02,1688028.5374748497
2023-08-03,1683329.4224165138
2023-08-04,1682781.5463026266
2023-08-07,1690850.1004231612
2023-08-08,1685255.0134067722
2023-08-09,1675404.802951552
2023-08-10,1673893.7636786816
2023-08-11,1667698.5033975807
2023-08-14,1675930.6800030216
2023-08-15,1663694.932609212
2023-08-16,1652405.1550086283
2023-08-17,1642321.676631977
2023-08-18,1642871.6347720132
2023-08-21,1652947.439362645
2023-08-22,1651039.786422444
2023-08-23,1669689.9016679046
2023-08-24,1649148.7598755767
2023-08-25,1656438.456319333
2023-08-28,1664866.546271185
2023-08-29,1687505.0889027119
2023-08-30,1692785.1628888347
2023-08-31,1694851.1713714888
2023-09-01,1692936.091590374
2023-09-05,1688682.764236541
2023-09-06,1678043.1253755398
2023-09-07,1673185.3900965848
2023-09-08,1674948.25212238
2023-09-11,1685530.6764777512
2023-09-12,1675538.5168631603
2023-09-13,1678961.4017430923
2023-09-14,1688158.00178495
2023-09-15,1669547.94090783
2023-09-18,1671127.1030676882
2023-09-19,1667266.6147568098
2023-09-20,1652731.774639452
2023-09-21,1629214.057464861
2023-09-22,1629609.0686252706
2023-09-25,1632076.4972767285
2023-09-26,1614237.952566253
2023-09-27,1613761.2275837944
2023-09-28,1622764.562776198
2023-09-29,1621494.248816732
2023-10-02,1628910.826215521
2023-10-03,1603009.4410249435
2023-10-04,1620778.7571047614
2023-10-05,1617650.7095828569
2023-10-06,1640861.909809401
2023-10-09,1650244.5134183893
2023-10-10,1658823.892751751
2023-10-11,1668747.19129205
2023-10-12,1661220.410234103
2023-10-13,1645618.4265087906
2023-10-16,1662911.5224267496
2023-10-17,1659142.4325452815
2023-10-18,1637656.7981280617
2023-10-19,1622941.1980214238
2023-10-20,1600981.5655407694
2023-10-23,1603160.0522565767
2023-10-24,1617074.361090277
2023-10-25,1583698.9615272202
2023-10-26,1558338.5818121464
2023-10-27,1560625.3935258985
2023-10-30,1577838.4812866636
2023-10-31,1585871.1065256724
2023-11-01,1609416.2605719212
2023-11-02,1638867.2746733248
2023-11-03,1656494.238670363
2023-11-06,1662165.6448537586
2023-11-07,1673958.2196304703
2023-11-08,1675093.314399483
2023-11-09,1662095.694636907
2023-11-10,1695016.6752356384
2023-11-13,1691025.423976602
2023-11-14,1725763.664030044
2023-11-15,1727850.0717918233
2023-11-16,1729579.5106203805
2023-11-17,1730594.1144480603
2023-11-20,1748796.1897913308
2023-11-21,1740876.8740909768
2023-11-22,1747822.98882757
2023-11-24,1746586.223670756
2023-11-27,1744529.347952744
2023-11-28,1748113.008651967
2023-11-29,1746601.5626263754
2023-11-30,1746136.8845815444
2023-12-01,1752975.614210462
2023-12-04,1739120.8526389413
2023-12-05,1741837.2454526057
2023-12-06,1732812.4249875068
2023-12-07,1753043.9775597334
2023-12-08,1760737.4054527478
2023-12-11,1772859.7607813973
2023-12-12,1784825.3259146556
2023-12-13,1808042.279550259
2023-12-14,1809054.7578591467
2023-12-15,1813678.6015251556
2023-12-18,1824637.7528521689
2023-12-19,1834552.1433343594
2023-12-20,1807749.3343421016
2023-12-21,1827307.3440972215
2023-12-22,1830366.1108102086
2023-12-26,1840323.8202299182
2023-12-27,1843922.4223320177
2023-12-28,1843581.746063459
2023-12-29,1836515.1494136786
2024-01-02,1812293.7916699024
2024-01-03,1797076.2709217914
2024-01-04,1786582.424582835
2024-01-05,1786612.632219687
2024-01-08,1818357.9627386334
2024-01-09,1818728.6204053487
2024-01-10,1828198.7629990648
2024-01-11,1831626.4548083215
2024-01-12,1832134.8027391753
2024-01-16,1826761.6076004098
2024-01-17,1817299.2738203586
2024-01-18,1835867.6135064275
2024-01-19,1865365.177990283
2024-01-22,1869126.4846623153
2024-01-23,1873782.5028894022
2024-01-24,1879772.9734970871
2024-01-25,1885062.5225901157
2024-01-26,1876765.8480381144
2024-01-29,1895126.3715340686
2024-01-30,1888470.7453568627
2024-01-31,1858876.5888952008
2024-02-01,1881609.4364318477
2024-02-02,1893725.0730489637
2024-02-05,1885333.2999855832
2024-02-06,1888487.2223419356
2024-02-07,1900379.8128356787
2024-02-08,1900890.3987969863
2024-02-09,1910405.5340398513
2024-02-12,1905874.9708497548
2024-02-13,1877194.909316066
2024-02-14,1891423.143337348
2024-02-15,1900600.6274363343
2024-02-16,1890625.1821161334
2024-02-20,1883872.1692066174
2024-02-21,1879542.0127525989
2024-02-22,1915169.2551347779
2024-02-23,1917299.3182621452
2024-02-26,1913772.6664466148
2024-02-27,1915150.7683352353
2024-02-28,1911531.2939307874
2024-02-29,1924022.993972218
2024-03-01,1951877.1455250746
2024-03-04,1957247.8905558789
2024-03-05,1940476.9271968636
2024-03-06,1953148.433921658
2024-03-07,1974239.8078275237
2024-03-08,1963238.133464409
2024-03-11,1960570.6601317443
2024-03-12,1971570.1678988521
2024-03-13,1967816.6518507528
2024-03-14,1961697.6285851435
2024-03-15,1946033.52808693
2024-03-18,1957931.8758437128
2024-03-19,1962151.8813849387
2024-03-20,1983686.2860062683
2024-03-21,1988947.8374579097
2024-03-22,1984727.9872460428
2024-03-25,1981836.272116861
2024-03-26,1980029.5485903295
2024-03-27,1991537.2071843655
2024-03-28,1997223.2095123746
2024-04-01,2005505.6279899834
2024-04-02,2007124.939033654
2024-04-03,2016054.7017823695
2024-04-04,1994017.9008348486
2024-04-05,2020667.5446938388
2024-04-08,2025960.626134065
2024-04-09,2033626.7418703192
2024-04-10,2014546.0827936982
2024-04-11,2045024.8668384976
2024-04-12,2015439.9500791752
2024-04-15,2011006.344799688
2024-04-16,2011119.8287158087
2024-04-17,1993300.690780742
2024-04-18,1990595.2974269374
2024-04-19,1973111.7676644581
2024-04-22,1965989.0202932006
2024-04-23,1980658.6937138587
2024-04-24,1981531.1389981639
2024-04-25,1980594.2791991844
2024-04-26,1998968.0937847465
2024-04-29,2002184.2593098546
2024-04-30,1964724.0194489607
2024-05-01,1966572.0407930107
2024-05-02,1975988.5517520998
2024-05-03,1993177.886473968
2024-05-06,2014178.2423510866
2024-05-07,2010749.9092502948
2024-05-08,2007830.462609089
2024-05-09,2026112.353833845
2024-05-10,2035444.4918243226
2024-05-13,2026713.013008149
2024-05-14,2040524.4993387926
2024-05-15,2067936.5390318036
2024-05-16,2062005.789024139
2024-05-17,2077458.9298569523
2024-05-20,2085973.7665727737
2024-05-21,2087160.967094293
2024-05-22,2068278.5145021337
2024-05-23,2043058.0177488
2024-05-24,2053063.5443835387
2024-05-28,2065199.3659956788
2024-05-29,2048533.479505101
2024-05-30,2040228.6472407782
2024-05-31,2038752.4397677153
2024-06-03,2051030.4205213115
2024-06-04,2045366.2263067786
2024-06-05,2075818.3205893955
2024-06-06,2082315.053266472
2024-06-07,2047629.1877381776
2024-06-10,2060164.026165447
2024-06-11,2068994.7508273856
2024-06-12,2084649.636304606
2024-06-13,2082108.3986498956
2024-06-14,2098299.9879810717
2024-06-17,2106101.7970259576
2024-06-18,2111029.93526382
2024-06-20,2115421.9862384074
2024-06-21,2098124.187011726
2024-06-24,2091469.974533949
2024-06-25,2097308.214029044
2024-06-26,2090794.779349216
2024-06-27,2103871.3345876057
2024-06-28,2098331.709392685
2024-07-01,2106384.899054917
2024-07-02,2118974.790732967
2024-07-03,2137081.8375294595
2024-07-05,2159518.894153092
2024-07-08,2152778.3373531546
2024-07-09,2155317.1708068373
2024-07-10,2172326.3313946323
2024-07-11,2160645.928989537
2024-07-12,2168541.847006264
2024-07-15,2174801.6311736545
2024-07-16,2192949.203722467
2024-07-17,2154092.804876993
2024-07-18,2141308.677440546
2024-07-19,2116264.6722191833
2024-07-22,2134785.9209946403
2024-07-23,2133411.7514114
2024-07-24,2086280.229559514
2024-07-25,2062190.8564824115
2024-07-26,2083826.0504443368
2024-07-29,2084892.9169692378
2024-07-30,2077284.4187973978
2024-07-31,2124115.8129966543
2024-08-01,2096462.5151596689
2024-08-02,2069798.5289754416
2024-08-05,2023998.3642572032
2024-08-06,2026976.392413948
2024-08-07,2015632.799302017
2024-08-08,2059780.505782594
2024-08-09,2067855.055760176
2024-08-12,2084860.1330605908
2024-08-13,2108643.071283385
2024-08-14,2102989.055268134
2024-08-15,2131396.8559918925
2024-08-16,2153725.1203631014
2024-08-19,2166435.8446748545
2024-08-20,2167752.505430036
2024-08-21,2171601.9111589384
2024-08-22,2144328.6701114005
2024-08-23,2167888.268704077
2024-08-26,2162263.838899778
2024-08-27,2167607.7176492442
2024-08-28,2149697.8270947807
2024-08-29,2153305.1366603523
2024-08-30,2159550.546426296
2024-09-03,2123296.51430785
2024-09-04,2121020.7980941925
2024-09-05,2127470.711283334
2024-09-06,2093754.1273705862
2024-09-09,2111932.266569449
2024-09-10,2124084.104726212
2024-09-11,2142044.527628732
2024-09-12,2168933.0523542687
2024-09-13,2184032.26750478
2024-09-16,2182171.232247768
2024-09-17,2177668.0818705624
2024-09-18,2165962.3855349068
2024-09-19,2206161.76049365
2024-09-20,2215525.8816177994
2024-09-23,2220619.1933813673
2024-09-24,2238459.1352240127
2024-09-25,2236274.6213755105
2024-09-26,2248416.97617497
2024-09-27,2236381.8916338356
2024-09-30,2233183.623243566
2024-10-01,2229228.3742484343
2024-10-02,2230578.031450096
2024-10-03,2228316.55195651
2024-10-04,2239234.301634957
2024-10-07,2223514.502333344
2024-10-08,2231163.575510605
2024-10-09,2234824.5330976485
2024-10-10,2240359.6243948312
2024-10-11,2255806.3379593617
2024-10-14,2264456.11498529
2024-10-15,2254546.7609397266
2024-10-16,2262272.096679035
2024-10-17,2268802.607770057
2024-10-18,2286073.001524365
2024-10-21,2286108.9365765518
2024-10-22,2297458.336954558
2024-10-23,2269244.4646248203
2024-10-24,2283558.9314268995
2024-10-25,2289399.2480630516
2024-10-28,2291435.701388693
2024-10-29,2309775.5685036997
2024-10-30,2308575.0886091245
2024-10-31,2263394.99318229
2024-11-01,2274859.0756156715
2024-11-04,2269601.9727039146
2024-11-05,2295864.2389360773
2024-11-06,2344322.4560363824
2024-11-07,2375453.0799046354
2024-11-08,2378823.8596531535
2024-11-11,2373728.426347931
2024-11-12,2367086.0232619676
2024-11-13,2363470.756079426
2024-11-14,2348256.664449597
2024-11-15,2304090.5092327744
2024-11-18,2320479.711452336
2024-11-19,2334578.0673174434
2024-11-20,2335131.743095472
2024-11-21,2345707.9519487577
2024-11-22,2352804.781643495
2024-11-25,2351344.104199382
2024-11-26,2363131.134797349
2024-11-27,2349981.542352502
2024-11-29,2368709.466944868
2024-12-02,2386384.9812691896
2024-12-03,2391530.8372215847
2024-12-04,2415693.4291967326
2024-12-05,2409832.236323325
2024-12-06,2425291.8479768066
2024-12-09,2408926.300208877
2024-12-10,2401299.2425314523
2024-12-11,2435416.04639587
2024-12-12,2420570.7386043197
2024-12-13,2432078.0250267982
2024-12-16,2458179.5131420586
2024-12-17,2447584.658726728
2024-12-18,2363499.302375067
2024-12-19,2356459.2792678135
2024-12-20,2379619.598338059
2024-12-23,2399334.262263662
2024-12-24,2429410.8286526967
2024-12-26,2428542.416228378
2024-12-27,2398525.970086057
2024-12-30,2368207.226022757
2024-12-31,2352300.0125754336
2025-01-02,2347294.6379636894
2025-01-03,2382225.007468386
2025-01-06,2404689.343951563
2025-01-07,2367019.4204084976
2025-01-08,2368506.814096493
2025-01-10,2331472.013824253
2025-01-13,2327838.8046850134
2025-01-14,2327531.489599676
2025-01-15,2376602.681560262
2025-01-16,2364163.6621642876
2025-01-17,2398112.826120768
2025-01-21,2414891.9328585537
2025-01-22,2439565.252153892
2025-01-23,2447568.8185949298
2025-01-24,2436070.3707408365
2025-01-27,2377159.740409114
2025-01-28,2406943.1747148824
2025-01-29,2400216.116538431
2025-01-30,2411369.759965591
2025-01-31,2404598.93185371
2025-02-03,2389726.632269431
2025-02-04,2413626.1467124554
2025-02-05,2424603.3544156933
2025-02-06,2433594.3227854217
2025-02-07,2409672.183737121
2025-02-10,2435534.2931572925
2025-02-11,2432052.9851384214
2025-02-12,2430365.842316194
2025-02-13,2460636.4783172817
2025-02-14,2461952.077021968
2025-02-18,2472053.4083731472
2025-02-19,2474609.916898843
